"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.foods"	"Answer.totalQuants"	"Answer.eatenQuants"	"Answer.preciseEatenQuants"	"Answer.affects"	"Answer.orders"	"Answer.personAs"	"Answer.personBs"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3V0Z7YWSIY1OGN1Q1YTYR8MKI7H2V0"	"A2ZE2IPHK152KA"	"Approved"	"Wed Apr 02 04:54:08 PDT 2014"	"Tue Apr 01 12:12:16 PDT 2014"	"Tue Apr 01 12:14:08 PDT 2014"	"Wed Apr 02 04:54:30 PDT 2014"	""	""	""	""	"1"	"[""bananas"",""bananas"",""pies"",""pies"",""bananas"",""M&M's"",""strawberries"",""blueberries"",""M&M's"",""cookies"",""pies"",""cookies"",""pies"",""M&M's"",""bananas"",""bananas"",""bananas"",""M&M's"",""M&M's"",""blueberries"",""cookies"",""M&M's""]"	"[100,100,10,10,10,10,100,100,100,100,100,100,100,100,100,10,100,100,100,10,10,10]"	"[1,7,4,2,0,10,5,9,0,8,7,10,5,8,8,8,4,3,5,8,3,3]"	"[11,77,4,2,0,10,57,90,6,86,70,10,54,89,89,8,47,38,55,8,3,3]"	"[0.75,1,0.675,0.5,0.05,1,0.75,0.825,0.25,0.85,0.825,0.275,0.75,0.8,0.8,0.9,0.8,0.575,0.6,0.525,0.5,0.475]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Oliver"",""Fiona"",""Iris"",""Patty"",""Calvin"",""Larry"",""Frank"",""Nancy"",""Yvonne"",""Albert"",""Cathy"",""Bob"",""Matt"",""George"",""Steven"",""Victoria"",""Jane"",""Henry"",""Ivan"",""Ann"",""Tracy"",""Jake""]"	"[""Barbara"",""Robert"",""Victor"",""Olga"",""Tom"",""Emma"",""Mary"",""Kevin"",""David"",""Wendy"",""Zack"",""Patrick"",""Nathan"",""Kathy"",""Stephanie"",""Rebecca"",""Lena"",""Grace"",""Diana"",""Edward"",""Heather"",""Winston""]"	"""F"""	"""35"""	"""4"""	"""English"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3BC8WZX3V3XDR01U743PRJ5P9SVRRK"	"A2RYRS301XIZZD"	"Approved"	"Wed Apr 02 04:56:28 PDT 2014"	"Tue Apr 01 10:33:52 PDT 2014"	"Tue Apr 01 12:16:28 PDT 2014"	"Wed Apr 02 04:59:30 PDT 2014"	""	""	""	""	"1"	"[""M&M's"",""blueberries"",""M&M's"",""strawberries"",""pies"",""bananas"",""pies"",""pies"",""pies"",""strawberries"",""blueberries"",""blueberries"",""cookies"",""strawberries"",""M&M's"",""cookies"",""bananas"",""bananas"",""bananas"",""cookies"",""strawberries"",""bananas""]"	"[100,10,10,100,100,100,100,10,10,10,100,100,10,10,100,100,100,100,10,10,100,100]"	"[3,1,9,9,5,9,0,10,1,5,6,8,9,7,1,8,6,3,6,2,6,8]"	"[38,1,9,92,53,99,6,10,1,5,66,88,9,7,16,83,63,30,6,2,66,84]"	"[0.225,0.05,0.7,0.775,0.55,0.9,0.25,1,0.075,0.625,0.55,0.875,0.85,0.675,0.225,0.7,0.625,0.5,0.3,0.3,0.65,0.775]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Jane"",""Kevin"",""Nancy"",""Ann"",""Mary"",""Yvonne"",""Emma"",""Larry"",""Wendy"",""Jake"",""Diana"",""Albert"",""Nathan"",""Patrick"",""Stephanie"",""Victor"",""Victoria"",""Tracy"",""Olga"",""Henry"",""Frank"",""Tom""]"	"[""Patty"",""Grace"",""Matt"",""Bob"",""Rebecca"",""George"",""Lena"",""Iris"",""Steven"",""Winston"",""Oliver"",""Edward"",""Zack"",""Cathy"",""Kathy"",""Calvin"",""Heather"",""Barbara"",""Robert"",""David"",""Fiona"",""Ivan""]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"39U1BHVTDLSYODTK037O903RR013TW"	"A2TD8FMIWNZ1VA"	"Approved"	"Wed Apr 02 04:57:18 PDT 2014"	"Tue Apr 01 12:14:52 PDT 2014"	"Tue Apr 01 12:17:18 PDT 2014"	"Wed Apr 02 04:59:30 PDT 2014"	""	""	""	""	"1"	"[""strawberries"",""M&M's"",""M&M's"",""strawberries"",""blueberries"",""blueberries"",""pies"",""bananas"",""bananas"",""bananas"",""pies"",""cookies"",""cookies"",""pies"",""cookies"",""bananas"",""M&M's"",""strawberries"",""pies"",""pies"",""pies"",""bananas""]"	"[10,10,10,10,10,100,10,10,10,10,10,100,10,100,100,10,10,100,10,100,100,100]"	"[7,9,4,4,0,0,1,5,7,6,4,3,10,5,10,2,8,8,0,8,3,2]"	"[7,9,4,4,0,6,1,5,7,6,4,39,10,56,10,2,8,81,0,85,37,20]"	"[0.5,0.225,0,0.1,0,0,0.725,0.6,0.75,0.75,0.85,0.725,0.75,1,0.225,0.225,0,0.675,0,1,1,0.75]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Tom"",""Matt"",""Tracy"",""Mary"",""Patrick"",""Larry"",""Jane"",""Olga"",""Edward"",""Cathy"",""Ivan"",""Stephanie"",""Yvonne"",""Victor"",""Nathan"",""Barbara"",""Kevin"",""Wendy"",""Lena"",""Emma"",""Rebecca"",""Henry""]"	"[""Winston"",""Zack"",""Ann"",""Kathy"",""Albert"",""Steven"",""Patty"",""Heather"",""David"",""Oliver"",""Grace"",""Fiona"",""Victoria"",""George"",""Nancy"",""Robert"",""Frank"",""Diana"",""Calvin"",""Jake"",""Bob"",""Iris""]"	"""F"""	"""35"""	"""6"""	"""english"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3WJEQKOXA83XZEGW7Z2OQ2Y25R3A1R"	"A12ZPHBEIHN8U7"	"Approved"	"Wed Apr 02 05:03:53 PDT 2014"	"Tue Apr 01 12:20:40 PDT 2014"	"Tue Apr 01 12:23:53 PDT 2014"	"Wed Apr 02 05:04:30 PDT 2014"	""	""	""	""	"1"	"[""blueberries"",""strawberries"",""blueberries"",""strawberries"",""strawberries"",""bananas"",""blueberries"",""strawberries"",""cookies"",""blueberries"",""pies"",""pies"",""pies"",""pies"",""pies"",""strawberries"",""bananas"",""M&M's"",""pies"",""strawberries"",""blueberries"",""bananas""]"	"[10,10,10,10,100,10,100,100,10,100,10,10,10,100,100,10,100,10,100,10,10,10]"	"[7,0,3,3,3,2,5,9,10,10,1,10,8,9,10,9,8,5,6,4,4,5]"	"[7,0,3,3,31,2,56,98,10,10,1,10,8,94,10,9,82,5,63,4,4,5]"	"[0.25,0,0,0,1,0.25,1,1,1,0.15,0,1,0.875,0.925,0,0.95,0.95,0.775,0.825,0.125,0.25,0.45]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Steven"",""Olga"",""Cathy"",""Emma"",""Matt"",""Tracy"",""Wendy"",""Barbara"",""Rebecca"",""Patrick"",""Ivan"",""Mary"",""Winston"",""Heather"",""Nancy"",""Patty"",""Henry"",""Jake"",""Edward"",""Nathan"",""Calvin"",""Fiona""]"	"[""Yvonne"",""Larry"",""Albert"",""Kathy"",""Oliver"",""George"",""Jane"",""Zack"",""David"",""Robert"",""Frank"",""Iris"",""Kevin"",""Victor"",""Tom"",""Diana"",""Grace"",""Ann"",""Bob"",""Stephanie"",""Victoria"",""Lena""]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3I0BTBYZAXMYO7THRMC4FJXZ3QZY0L"	"A374X4PJIFTORO"	"Approved"	"Wed Apr 02 05:05:40 PDT 2014"	"Tue Apr 01 12:17:54 PDT 2014"	"Tue Apr 01 12:25:40 PDT 2014"	"Wed Apr 02 05:09:30 PDT 2014"	""	""	""	""	"1"	"[""cookies"",""pies"",""pies"",""blueberries"",""strawberries"",""strawberries"",""strawberries"",""cookies"",""strawberries"",""cookies"",""strawberries"",""M&M's"",""blueberries"",""pies"",""blueberries"",""bananas"",""pies"",""pies"",""strawberries"",""bananas"",""cookies"",""strawberries""]"	"[100,100,10,100,10,10,10,100,100,100,10,100,10,10,10,10,100,10,100,100,10,10]"	"[4,2,4,3,4,5,1,3,8,7,9,2,9,8,4,10,9,5,7,6,6,8]"	"[48,21,4,39,4,5,1,39,89,71,9,21,9,8,4,10,94,5,71,63,6,8]"	"[0.375,0.6,0.5,0.275,0.4,0.25,0,0.65,0.925,0.875,0.75,0.425,0.75,0.825,0.625,0.975,1,0.75,0.9,0.8,0.625,0.75]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Matt"",""Winston"",""Zack"",""Wendy"",""Victoria"",""Olga"",""Yvonne"",""Mary"",""Jane"",""Patrick"",""Nathan"",""Calvin"",""Larry"",""Fiona"",""Emma"",""Frank"",""Victor"",""Patty"",""Ann"",""Robert"",""Ivan"",""Kevin""]"	"[""Iris"",""Edward"",""Diana"",""Tracy"",""George"",""Oliver"",""David"",""Steven"",""Albert"",""Cathy"",""Henry"",""Kathy"",""Lena"",""Barbara"",""Rebecca"",""Heather"",""Nancy"",""Bob"",""Grace"",""Jake"",""Stephanie"",""Tom""]"	"""M"""	"""45"""	"""4"""	"""english"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3NS0A6KXC49V41E71A3QEITHG03GZ6"	"A61GHYNS1DFT7"	"Approved"	"Wed Apr 02 05:06:16 PDT 2014"	"Tue Apr 01 10:33:31 PDT 2014"	"Tue Apr 01 12:26:16 PDT 2014"	"Wed Apr 02 05:09:30 PDT 2014"	""	""	""	""	"1"	"[""cookies"",""cookies"",""strawberries"",""bananas"",""pies"",""M&M's"",""pies"",""blueberries"",""blueberries"",""cookies"",""bananas"",""blueberries"",""pies"",""cookies"",""blueberries"",""pies"",""bananas"",""cookies"",""blueberries"",""cookies"",""bananas"",""pies""]"	"[100,10,100,10,100,10,10,100,100,100,10,100,10,100,100,10,10,10,100,10,10,100]"	"[2,6,3,9,6,7,8,8,4,3,10,10,0,1,6,3,7,8,1,1,8,1]"	"[22,6,32,9,62,7,8,86,41,34,10,10,0,18,67,3,7,8,19,1,8,14]"	"[0.75,0.625,0.75,1,0.85,0.275,1,0.925,0.5,0.6,1,0.1,0.25,0.425,0.7,0.55,0.75,0.775,0.4,0.025,0.75,0.3]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Wendy"",""Matt"",""Ivan"",""Calvin"",""Barbara"",""Tracy"",""Larry"",""Victor"",""Zack"",""Rebecca"",""George"",""Steven"",""Albert"",""Lena"",""Jane"",""Heather"",""Tom"",""Mary"",""Bob"",""Cathy"",""Kevin"",""Oliver""]"	"[""Fiona"",""Iris"",""David"",""Jake"",""Frank"",""Diana"",""Nathan"",""Emma"",""Patrick"",""Victoria"",""Robert"",""Winston"",""Kathy"",""Ann"",""Grace"",""Nancy"",""Yvonne"",""Henry"",""Edward"",""Stephanie"",""Patty"",""Olga""]"	"""M"""	"""25"""	"""6"""	"""English"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3TVRFO09GKGMLYSTBJCLUPIE4IILXD"	"A2TXEVTNG04Z2I"	"Approved"	"Wed Apr 02 05:06:34 PDT 2014"	"Tue Apr 01 12:23:56 PDT 2014"	"Tue Apr 01 12:26:34 PDT 2014"	"Wed Apr 02 05:09:30 PDT 2014"	""	""	""	""	"1"	"[""blueberries"",""cookies"",""cookies"",""pies"",""M&M's"",""M&M's"",""M&M's"",""M&M's"",""cookies"",""pies"",""strawberries"",""bananas"",""bananas"",""cookies"",""pies"",""M&M's"",""pies"",""strawberries"",""pies"",""cookies"",""pies"",""blueberries""]"	"[10,100,10,100,10,100,10,100,100,10,100,10,100,10,10,100,100,100,100,100,10,100]"	"[8,6,0,5,5,0,3,3,4,3,2,6,6,10,8,10,9,9,1,10,2,7]"	"[8,64,0,57,5,9,3,36,49,3,29,6,62,10,8,10,98,99,13,10,2,74]"	"[0.75,1,0.25,0.75,0.25,0,0,0.5,0.75,0.5,0.5,0.75,1,1,1,0.25,1,1,0.5,0.5,0.5,0.975]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Emma"",""Olga"",""Fiona"",""Victor"",""Iris"",""Jake"",""George"",""Mary"",""Larry"",""Nancy"",""Yvonne"",""Nathan"",""Steven"",""Rebecca"",""Heather"",""Zack"",""Oliver"",""Winston"",""Tracy"",""Barbara"",""Patrick"",""Henry""]"	"[""Kathy"",""Patty"",""Cathy"",""Frank"",""Lena"",""Victoria"",""Wendy"",""Jane"",""Grace"",""Tom"",""Diana"",""Ivan"",""Edward"",""Stephanie"",""Ann"",""Kevin"",""Matt"",""David"",""Bob"",""Robert"",""Albert"",""Calvin""]"	"""F"""	"""25"""	"""4"""	"""English"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3WEV0KO0OMTVR5I24S8AC4THGUDSDV"	"A2JV560K0SA01C"	"Approved"	"Wed Apr 02 05:06:39 PDT 2014"	"Tue Apr 01 12:23:04 PDT 2014"	"Tue Apr 01 12:26:39 PDT 2014"	"Wed Apr 02 05:09:30 PDT 2014"	""	""	""	""	"1"	"[""cookies"",""pies"",""strawberries"",""strawberries"",""blueberries"",""cookies"",""M&M's"",""pies"",""blueberries"",""M&M's"",""M&M's"",""cookies"",""pies"",""strawberries"",""strawberries"",""strawberries"",""blueberries"",""M&M's"",""cookies"",""blueberries"",""bananas"",""bananas""]"	"[10,10,10,10,10,10,100,100,100,10,10,10,10,100,100,10,100,100,100,10,100,10]"	"[0,2,1,6,7,6,1,9,7,3,0,10,10,1,3,3,10,4,5,4,6,6]"	"[0,2,1,6,7,6,19,90,74,3,0,10,10,16,35,3,10,41,53,4,62,6]"	"[0.25,0.25,0,0.5,0.75,0.75,0,0.975,0.775,0.25,0.025,0.975,1,0.25,0.5,0.25,0,0.5,0.75,0.25,0.75,0.5]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""George"",""Calvin"",""Patty"",""David"",""Olga"",""Stephanie"",""Tracy"",""Ivan"",""Nathan"",""Kathy"",""Rebecca"",""Fiona"",""Frank"",""Iris"",""Steven"",""Cathy"",""Jake"",""Kevin"",""Ann"",""Victor"",""Oliver"",""Albert""]"	"[""Robert"",""Grace"",""Lena"",""Emma"",""Nancy"",""Winston"",""Diana"",""Edward"",""Henry"",""Barbara"",""Tom"",""Yvonne"",""Heather"",""Bob"",""Wendy"",""Matt"",""Zack"",""Mary"",""Patrick"",""Victoria"",""Jane"",""Larry""]"	"""F"""	"""35"""	"""4"""	"""English"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3FFJ6VRIL1PCY7ECN4Q1TV3BD73I01"	"ARVSVYBL46LC9"	"Approved"	"Wed Apr 02 05:10:30 PDT 2014"	"Tue Apr 01 12:27:11 PDT 2014"	"Tue Apr 01 12:30:30 PDT 2014"	"Wed Apr 02 05:14:30 PDT 2014"	""	""	""	""	"1"	"[""blueberries"",""bananas"",""blueberries"",""strawberries"",""pies"",""bananas"",""bananas"",""blueberries"",""blueberries"",""cookies"",""strawberries"",""blueberries"",""M&M's"",""cookies"",""cookies"",""M&M's"",""M&M's"",""bananas"",""strawberries"",""M&M's"",""strawberries"",""cookies""]"	"[100,100,100,10,10,10,10,100,10,100,100,100,10,100,100,10,100,10,100,100,100,10]"	"[2,0,1,2,2,0,9,8,6,10,1,0,4,9,2,10,0,5,0,8,4,2]"	"[25,5,18,2,2,0,9,87,6,10,11,7,4,90,24,10,2,5,7,88,46,2]"	"[0.025,0.25,0,0,0.75,0,0.975,0,0.025,0.275,0,0,0,0.975,0.75,0.025,0,0.75,0.025,0.25,0.25,0]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Kathy"",""Fiona"",""Zack"",""Bob"",""Robert"",""Steven"",""Mary"",""Nathan"",""Patrick"",""Matt"",""Jane"",""Rebecca"",""Patty"",""Oliver"",""Winston"",""Iris"",""Edward"",""Tom"",""Nancy"",""Ivan"",""Albert"",""Larry""]"	"[""Heather"",""Calvin"",""Tracy"",""Wendy"",""Victoria"",""Emma"",""George"",""Henry"",""Victor"",""Diana"",""David"",""Olga"",""Ann"",""Kevin"",""Cathy"",""Stephanie"",""Grace"",""Yvonne"",""Frank"",""Barbara"",""Lena"",""Jake""]"	"""F"""	"""65"""	"""4"""	"""English"""	"""Thanks for having me today!"""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"358UUM7WRZ439HHFYQ5JM2EP8HS7RU"	"A2IEX1XDY7HX2X"	"Approved"	"Wed Apr 02 05:12:05 PDT 2014"	"Tue Apr 01 12:28:36 PDT 2014"	"Tue Apr 01 12:32:05 PDT 2014"	"Wed Apr 02 05:14:30 PDT 2014"	""	""	""	""	"1"	"[""pies"",""bananas"",""cookies"",""bananas"",""blueberries"",""M&M's"",""cookies"",""pies"",""cookies"",""pies"",""cookies"",""strawberries"",""strawberries"",""bananas"",""cookies"",""M&M's"",""strawberries"",""strawberries"",""strawberries"",""cookies"",""blueberries"",""bananas""]"	"[10,10,100,10,10,10,10,100,100,100,10,10,10,100,100,100,100,10,100,100,10,10]"	"[4,10,2,0,4,10,0,6,9,0,9,9,2,7,5,4,10,1,0,7,6,4]"	"[4,10,26,0,4,10,0,67,97,6,9,9,2,74,59,47,10,1,4,74,6,4]"	"[0.65,1,0.425,0.85,0.2,0.45,0.075,0.925,0.95,0.425,0.9,0.05,0.35,0.4,0.625,0.575,0.475,0.55,0.6,0.925,0.075,0.375]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""Tracy"",""Frank"",""Larry"",""Cathy"",""Barbara"",""Diana"",""Nancy"",""Robert"",""Grace"",""Matt"",""Ann"",""Olga"",""Fiona"",""Jane"",""George"",""Yvonne"",""Stephanie"",""Lena"",""Ivan"",""Patty"",""Albert"",""Edward""]"	"[""Tom"",""Calvin"",""Iris"",""Oliver"",""Victor"",""Nathan"",""Kathy"",""Mary"",""Henry"",""Victoria"",""Patrick"",""Jake"",""Steven"",""Winston"",""Rebecca"",""David"",""Zack"",""Emma"",""Heather"",""Bob"",""Wendy"",""Kevin""]"	"""F"""	"""45"""	"""6"""	"""English"""	""""""
"3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3AHTORI2CVY129KTNOX2YTMBWFOHX8"	"Fun psychology experiment about behaviors!"	"Read scenarios about social situations and make estimations about how people react to others' behaviors. This should take 5 minutes."	"food,behavior,survey,psychology,estimate,experiment,language,emotion"	"$0.40"	"Tue Apr 01 10:31:37 PDT 2014"	"120"	"0"	"0"	"80"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Fri Apr 04 14:04:33 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=3NKW03WTLM8F0B5N2HJUK88FTUGWQU"	"3TEM0PF1Q5YVQWYQVQPQ2YNYL2W0DI"	"ANQ1L4JGRLPQ9"	"Approved"	"Wed Apr 02 05:13:10 PDT 2014"	"Tue Apr 01 12:29:14 PDT 2014"	"Tue Apr 01 12:33:10 PDT 2014"	"Wed Apr 02 05:14:30 PDT 2014"	""	""	""	""	"1"	"[""strawberries"",""cookies"",""strawberries"",""M&M's"",""pies"",""strawberries"",""cookies"",""bananas"",""cookies"",""bananas"",""strawberries"",""cookies"",""strawberries"",""blueberries"",""blueberries"",""blueberries"",""cookies"",""M&M's"",""strawberries"",""cookies"",""M&M's"",""pies""]"	"[10,100,100,100,100,10,10,100,10,10,10,10,10,100,10,10,100,10,10,100,100,100]"	"[6,4,1,1,0,1,4,3,2,2,2,8,10,10,9,6,10,1,8,0,5,10]"	"[6,44,14,12,9,1,4,34,2,2,2,8,10,10,9,6,10,1,8,3,50,10]"	"[0.775,0.25,0.25,0.25,1,0,0.75,1,0.125,0.25,0.225,0.975,1,0.1,0.85,0.7,0.75,0,0.75,0.5,0.75,0.975]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22]"	"[""David"",""George"",""Heather"",""Steven"",""Yvonne"",""Robert"",""Kathy"",""Barbara"",""Bob"",""Tracy"",""Jane"",""Victor"",""Ivan"",""Nathan"",""Jake"",""Edward"",""Cathy"",""Oliver"",""Grace"",""Kevin"",""Stephanie"",""Albert""]"	"[""Matt"",""Frank"",""Patrick"",""Larry"",""Lena"",""Rebecca"",""Fiona"",""Mary"",""Patty"",""Victoria"",""Zack"",""Diana"",""Tom"",""Olga"",""Calvin"",""Winston"",""Iris"",""Wendy"",""Henry"",""Nancy"",""Emma"",""Ann""]"	"""M"""	"""65"""	"""6"""	"""english"""	""""""
