"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.priors0"	"Answer.priors1"	"Answer.priors2"	"Answer.priors3"	"Answer.priors4"	"Answer.priors5"	"Answer.priors6"	"Answer.priors7"	"Answer.priors8"	"Answer.priors9"	"Answer.priors10"	"Answer.orders"	"Answer.foods"	"Answer.quantities"	"Answer.quantifiers"	"Answer.personAs"	"Answer.personBs"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2O5D2AC9KSSZPAN7M9WU0KQUH8VI0P"	"A1921GAGG6H591"	"Approved"	"Wed Mar 19 05:42:34 PDT 2014"	"Tue Mar 18 12:56:20 PDT 2014"	"Tue Mar 18 13:02:34 PDT 2014"	"Tue Mar 18 14:20:33 PDT 2014"	""	""	""	""	"1"	"[0.675,0.925,0.525,0,0.025,0]"	"[0.325,0.1,0.55,0.175,0.05,0.075]"	"[0.1,0,0.05,0.35,0.075,0.125]"	"[0.05,0,0.025,0.525,0.1,0.375]"	"[0.025,0,0,0.45,0.125,0.575]"	"[0,0,0,0.4,0.175,0.425]"	"[0,0,0,0.25,0.25,0.3]"	"[0,0,0,0.125,0.325,0.175]"	"[0,0,0,0.075,0.425,0.125]"	"[0,0,0,0.05,0.65,0.1]"	"[0,0,0,0.05,0.925,0.05]"	"[1,2,3,4,5,6]"	"[""pies"",""bananas"",""cookies"",""blueberries"",""strawberries"",""M&M's""]"	"[100,100,100,10,10,10]"	"[""all"",""some"",""all"",""some"",""all"",""some""]"	"[""Frank"",""Calvin"",""Fiona"",""Diana"",""Ann"",""Emma""]"	"[""Albert"",""Barbara"",""Bob"",""Edward"",""Cathy"",""David""]"	"""M"""	"""17"""	"""4"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2Z0JVCNHMVHVEP95X6B2D4JDSCY02W"	"A3UJKLKN6MCTRY"	"Approved"	"Wed Mar 19 05:46:56 PDT 2014"	"Tue Mar 18 12:57:58 PDT 2014"	"Tue Mar 18 13:06:56 PDT 2014"	"Tue Mar 18 14:20:33 PDT 2014"	""	""	""	""	"1"	"[0.075,0.05,0.225,0.725,0.2,0.75]"	"[0.525,0.1,0.5,0.5,0.5,0.75]"	"[0.75,0.175,0.725,0.3,0.725,0.5]"	"[0.625,0.225,0.625,0.125,0.5,0.075]"	"[0.325,0.55,0.6,0.075,0.175,0]"	"[0.225,0.625,0.5,0,0.175,0]"	"[0.125,0.675,0.5,0,0,0]"	"[0.075,0.725,0.5,0,0,0]"	"[0.1,0.775,0.45,0,0,0]"	"[0.1,0.825,0.375,0,0,0]"	"[0.1,0.8,0.275,0,0,0]"	"[1,2,3,4,5,6]"	"[""cookies"",""blueberries"",""M&M's"",""bananas"",""pies"",""strawberries""]"	"[10,10,100,100,10,100]"	"[""some"",""all"",""all"",""all"",""some"",""some""]"	"[""Ann"",""Edward"",""Cathy"",""Calvin"",""Barbara"",""David""]"	"[""Emma"",""Fiona"",""Frank"",""Diana"",""Bob"",""Albert""]"	"""F"""	"""25"""	"""4"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2GMXFCD45XCEN03XJYBIT3TM8W7YWC"	"A2Y0ZGI29KQBTB"	"Approved"	"Wed Mar 19 05:47:45 PDT 2014"	"Tue Mar 18 12:56:33 PDT 2014"	"Tue Mar 18 13:07:45 PDT 2014"	"Tue Mar 18 14:20:33 PDT 2014"	""	""	""	""	"1"	"[0,0,0,0.025,0.025,0.025]"	"[0.025,0.025,0.025,0.025,0.025,0.025]"	"[0.025,0.175,0.075,0,0.25,0.35]"	"[0.025,0.35,0.2,0.075,0.45,0.5]"	"[0.025,0.425,0.5,0.1,0.55,0.575]"	"[0.125,0.475,0.6,0.325,0.625,0.725]"	"[0.35,0.25,0.675,0.475,0.4,0.325]"	"[0.475,0,0.8,0.575,0.25,0.125]"	"[0.625,0.025,0.9,0.725,0.15,0.05]"	"[0.8,0.025,0.9,0.875,0,0.025]"	"[0.975,0,0.925,0.95,0.025,0]"	"[1,2,3,4,5,6]"	"[""bananas"",""blueberries"",""cookies"",""M&M's"",""pies"",""strawberries""]"	"[10,10,100,100,100,10]"	"[""all"",""some"",""all"",""all"",""some"",""some""]"	"[""Barbara"",""Ann"",""David"",""Bob"",""Emma"",""Calvin""]"	"[""Diana"",""Frank"",""Fiona"",""Albert"",""Edward"",""Cathy""]"	"""M"""	"""35"""	"""4"""	"""english"""	"""great study"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2PI0ONNVRH1KB1ZJCW27CNVF4C7NWF"	"A2HN3PHZS8FN2O"	"Approved"	"Wed Mar 19 05:49:30 PDT 2014"	"Tue Mar 18 13:06:35 PDT 2014"	"Tue Mar 18 13:09:30 PDT 2014"	"Tue Mar 18 14:20:33 PDT 2014"	""	""	""	""	"1"	"[0,0,0.625,0.05,0.025,0.2]"	"[0,0.475,0.6,0.1,0.025,0.275]"	"[0,0.6,0.625,0.15,0,0.625]"	"[0,1,0.75,0.175,0.075,0.65]"	"[0,0,0.725,0.225,0.1,0.625]"	"[0,0,0.575,0.2,0.125,0.525]"	"[0,0,0.5,0.1,0.225,0.275]"	"[0,0,0.35,0.1,0.375,0.325]"	"[0,0,0.2,0.025,0.45,0.35]"	"[0,0,0,0.025,0.575,0.4]"	"[1,0,0,0.025,1,0.475]"	"[1,2,3,4,5,6]"	"[""M&M's"",""bananas"",""blueberries"",""pies"",""cookies"",""strawberries""]"	"[100,10,100,100,10,10]"	"[""all"",""some"",""some"",""all"",""all"",""some""]"	"[""Barbara"",""Cathy"",""Ann"",""Fiona"",""David"",""Edward""]"	"[""Calvin"",""Emma"",""Frank"",""Albert"",""Diana"",""Bob""]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2JXSW6NG1FS3HBDO7361LZS54U5JXX"	"A1T6EY2JB6S5ZZ"	"Approved"	"Wed Mar 19 05:50:28 PDT 2014"	"Tue Mar 18 12:55:33 PDT 2014"	"Tue Mar 18 13:10:28 PDT 2014"	"Tue Mar 18 14:20:33 PDT 2014"	""	""	""	""	"1"	"[0,0,0.275,0,0,0.175]"	"[0,0,0.7,0.175,0,0.4]"	"[0,0,0.7,0.375,0,0.55]"	"[0,0.2,0.575,1,0,0.6]"	"[0,0.2,1,1,0,0.625]"	"[0,0.5,0.425,0.45,0,1]"	"[0,0.5,0.325,0.3,0,0.775]"	"[0,0.65,0.225,0.075,0,0.425]"	"[0,0.7,0,0,0,0.05]"	"[0,1,0,0,0,0.05]"	"[1,1,0,0,1,0]"	"[1,2,3,4,5,6]"	"[""M&M's"",""strawberries"",""cookies"",""bananas"",""pies"",""blueberries""]"	"[10,100,100,10,10,100]"	"[""all"",""all"",""some"",""some"",""all"",""some""]"	"[""David"",""Fiona"",""Frank"",""Bob"",""Edward"",""Cathy""]"	"[""Diana"",""Calvin"",""Barbara"",""Emma"",""Ann"",""Albert""]"	"""F"""	"""25"""	"""11"""	"""English"""	"""Very great time for the pay. Thanks!"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"299HRRLFQ0ONH8HMXP8OFEGXUZEHQT"	"A2WQ3ZGXUF5FHO"	"Approved"	"Wed Mar 19 06:43:20 PDT 2014"	"Tue Mar 18 12:55:51 PDT 2014"	"Tue Mar 18 14:03:20 PDT 2014"	"Tue Mar 18 14:20:34 PDT 2014"	""	""	""	""	"1"	"[0.025,0,0,0,0,0]"	"[0.1,0.025,0.5,0,0,0]"	"[0.225,0.025,0.65,0,0.275,0]"	"[0.575,0.025,0.8,0,0.725,0]"	"[0.675,0,0.675,0,0.95,0]"	"[0.75,0,0.15,0,0.725,0]"	"[0.35,0.025,0.075,0,0.225,0]"	"[0.275,0.025,0.075,0.5,0.075,0]"	"[0.075,0.725,0,0.7,0,0.475]"	"[0,0.825,0,0.8,0,0.85]"	"[0,1,0,1,0,1]"	"[1,2,3,4,5,6]"	"[""M&M's"",""cookies"",""pies"",""bananas"",""strawberries"",""blueberries""]"	"[10,100,100,100,10,10]"	"[""some"",""all"",""some"",""all"",""some"",""all""]"	"[""Bob"",""Albert"",""Cathy"",""Frank"",""David"",""Ann""]"	"[""Edward"",""Emma"",""Fiona"",""Calvin"",""Diana"",""Barbara""]"	"""M"""	"""35"""	"""4"""	"""English"""	"""Interesting study. """
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2MPKNQY2RCJK0GP0A88R6KUOTIHS3M"	"A3NSX46VYD9J49"	"Approved"	"Wed Mar 19 07:08:03 PDT 2014"	"Tue Mar 18 12:56:30 PDT 2014"	"Tue Mar 18 14:28:03 PDT 2014"	"Wed Mar 19 07:10:07 PDT 2014"	""	""	""	""	"1"	"[0.375,0.5,0.525,0.5,0.5,0.5]"	"[0,0.975,0.975,0.95,0.975,0.975]"	"[0.025,1,0.975,0.975,0.475,0.975]"	"[0.025,0.975,0.975,0.675,0.175,0.975]"	"[0.025,0.65,0.975,0.375,0.025,0.8]"	"[0.025,0.375,0.975,0.3,0.025,0.8]"	"[0,0.325,0.975,0.1,0.025,0.8]"	"[0.025,0.35,0.975,0.025,0.025,0.825]"	"[0.025,0.075,0.975,0.025,0.025,0.825]"	"[0.025,0.025,0.975,0.025,0.025,0.8]"	"[0.025,0.025,0.975,0.05,0.025,0.8]"	"[1,2,3,4,5,6]"	"[""pies"",""cookies"",""blueberries"",""bananas"",""strawberries"",""M&M's""]"	"[100,10,10,10,100,100]"	"[""some"",""some"",""all"",""some"",""all"",""all""]"	"[""Bob"",""Albert"",""Fiona"",""Ann"",""Edward"",""Cathy""]"	"[""Diana"",""Barbara"",""Calvin"",""David"",""Emma"",""Frank""]"	"""F"""	"""45"""	"""8"""	"""english"""	"""Fun survey, thanks!"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2MTPC6SK9RJ8Z1PNVJ8MGAPS7GXR3W"	"A2LTVUZZXTKI0J"	"Approved"	"Wed Mar 19 07:24:07 PDT 2014"	"Tue Mar 18 12:55:17 PDT 2014"	"Tue Mar 18 14:44:07 PDT 2014"	"Wed Mar 19 07:25:22 PDT 2014"	""	""	""	""	"1"	"[0,1,0,0.675,0,0]"	"[0.25,1,0.225,0.875,1,1]"	"[1,1,0.75,0.85,1,1]"	"[1,1,0.75,0.75,1,1]"	"[1,1,0.75,0.675,1,1]"	"[1,1,0.55,0.525,1,1]"	"[0.775,1,0.325,0.375,1,1]"	"[0.55,1,0.2,0.25,1,1]"	"[0.325,1,0.075,0.05,1,1]"	"[0.2,1,0,0.025,1,1]"	"[0,1,0,0,1,1]"	"[1,2,3,4,5,6]"	"[""strawberries"",""cookies"",""pies"",""blueberries"",""M&M's"",""bananas""]"	"[10,100,10,100,100,10]"	"[""some"",""all"",""some"",""some"",""all"",""all""]"	"[""Edward"",""Fiona"",""Calvin"",""Barbara"",""David"",""Cathy""]"	"[""Ann"",""Albert"",""Bob"",""Diana"",""Frank"",""Emma""]"	"""M"""	"""35"""	"""6"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2C5IPDOBDDP8JWMPQI483MB99WC1C6"	"A687ZQI3JL82Z"	"Approved"	"Wed Mar 19 07:47:12 PDT 2014"	"Tue Mar 18 15:01:39 PDT 2014"	"Tue Mar 18 15:07:12 PDT 2014"	"Wed Mar 19 07:50:18 PDT 2014"	""	""	""	""	"1"	"[0.95,0.95,0.7,0.275,0.875,0.5]"	"[0.975,0.875,0,1,0.5,0.975]"	"[0.7,0.675,0,0.975,0.5,0.75]"	"[0.65,0.725,0,0.95,0.2,0.75]"	"[0.5,0.5,0,0.95,0.2,0.575]"	"[0.5,0.5,0,0.95,0.2,0.5]"	"[0.45,0.375,0,0.925,0.2,0.5]"	"[0.35,0.325,0,0.875,0.2,0.275]"	"[0.2,0.2,0,0.825,0.225,0.25]"	"[0.025,0.15,0,0.8,0.175,0.25]"	"[0,0.125,0,0.8,0.175,0.25]"	"[1,2,3,4,5,6]"	"[""bananas"",""blueberries"",""pies"",""M&M's"",""strawberries"",""cookies""]"	"[10,100,100,10,100,10]"	"[""all"",""some"",""all"",""some"",""some"",""all""]"	"[""Calvin"",""Cathy"",""David"",""Emma"",""Fiona"",""Barbara""]"	"[""Edward"",""Albert"",""Diana"",""Frank"",""Ann"",""Bob""]"	"""F"""	"""55"""	"""4"""	"""english"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2MB011K274J73XG126ZNA6U3Y5GCE0"	"AL1KMOUOXHIB1"	"Approved"	"Wed Mar 19 08:48:26 PDT 2014"	"Tue Mar 18 15:03:06 PDT 2014"	"Tue Mar 18 16:08:26 PDT 2014"	"Wed Mar 19 08:49:53 PDT 2014"	""	""	""	""	"1"	"[0.025,0.025,0,0.775,1,0.25]"	"[0.95,0.975,1,0,0.775,1]"	"[0.975,0.725,1,0,0.625,1]"	"[0.975,0.5,1,0,0.575,1]"	"[0.85,0.45,1,0,0.5,1]"	"[0.85,0.45,1,0,0.5,1]"	"[0.825,0.425,1,0,0.5,1]"	"[0.725,0.35,1,0,0.425,1]"	"[0.575,0.275,1,0,0.375,1]"	"[0.5,0.225,1,0,0.3,1]"	"[0.375,0.2,1,0,0.2,1]"	"[1,2,3,4,5,6]"	"[""cookies"",""pies"",""M&M's"",""bananas"",""strawberries"",""blueberries""]"	"[10,10,100,100,100,10]"	"[""some"",""all"",""all"",""some"",""all"",""some""]"	"[""Albert"",""Edward"",""Frank"",""Diana"",""Cathy"",""Barbara""]"	"[""Calvin"",""Bob"",""David"",""Emma"",""Fiona"",""Ann""]"	"""M"""	"""65"""	"""4"""	"""english"""	"""n/a"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2P006UFBNFSVA7BKZEWS26NMLI73H6"	"A361H21BG9VIDB"	"Approved"	"Thu Mar 20 05:27:07 PDT 2014"	"Wed Mar 19 12:44:11 PDT 2014"	"Wed Mar 19 12:47:07 PDT 2014"	"Wed Mar 19 15:38:36 PDT 2014"	""	""	""	""	"1"	"[0,0.1,0.825,0.85,0.85,0.025]"	"[0.125,0.1,0.825,0.8,0.8,0.05]"	"[0.225,0.175,0.775,0.75,0.7,0.1]"	"[0.45,0.225,0.7,0.7,0.5,0.1]"	"[0.6,0.275,0.575,0.625,0.425,0.175]"	"[0.725,0.4,0.45,0.575,0.3,0.25]"	"[0.975,0.5,0.375,0.5,0.225,0.35]"	"[0.85,0.8,0.225,0.3,0.15,0.7]"	"[0.7,0.6,0.125,0.175,0.1,0.8]"	"[0.625,0.475,0.075,0.075,0.075,0.875]"	"[0.5,0.4,0,0.025,0.025,0.875]"	"[1,2,3,4,5,6]"	"[""cookies"",""bananas"",""pies"",""strawberries"",""blueberries"",""M&M's""]"	"[10,10,100,100,100,10]"	"[""all"",""all"",""some"",""some"",""some"",""all""]"	"[""Ann"",""Barbara"",""Cathy"",""Calvin"",""Emma"",""Frank""]"	"[""David"",""Albert"",""Bob"",""Fiona"",""Diana"",""Edward""]"	"""F"""	"""25"""	"""8"""	"""English"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"28M98JHSTLB3FD5GFE9OHJEPBH8RFY"	"A24FKTSQSGWMK4"	"Approved"	"Thu Mar 20 05:27:26 PDT 2014"	"Wed Mar 19 12:41:54 PDT 2014"	"Wed Mar 19 12:47:26 PDT 2014"	"Wed Mar 19 15:38:37 PDT 2014"	""	""	""	""	"1"	"[0.225,0.25,0.725,0.125,0.975,1]"	"[1,1,0.25,0,0.725,0.225]"	"[1,1,0.075,0,0.225,0.225]"	"[1,1,0.1,0,0.125,0]"	"[1,1,0.1,0,0.15,0]"	"[1,0.55,0.1,0,0.1,0]"	"[1,0.25,0.125,0,0.125,0]"	"[1,0.225,0.1,0,0.1,0]"	"[0.3,0.225,0.075,0,0.125,0]"	"[0.325,0.25,0.075,0,0.15,0]"	"[0.325,0.25,0.075,0,0.175,0]"	"[1,2,3,4,5,6]"	"[""M&M's"",""strawberries"",""cookies"",""pies"",""blueberries"",""bananas""]"	"[10,10,100,10,100,100]"	"[""some"",""all"",""some"",""all"",""some"",""all""]"	"[""Albert"",""Ann"",""Frank"",""Cathy"",""Bob"",""Edward""]"	"[""Emma"",""Calvin"",""Diana"",""Barbara"",""Fiona"",""David""]"	"""F"""	"""45"""	"""6"""	"""english"""	"""n/a"""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23MHYW2GTP9R4KIASRS6FYSUZAENSQ"	"A330ZUPZ5U9NLF"	"Approved"	"Thu Mar 20 05:27:32 PDT 2014"	"Wed Mar 19 12:44:06 PDT 2014"	"Wed Mar 19 12:47:32 PDT 2014"	"Wed Mar 19 15:38:37 PDT 2014"	""	""	""	""	"1"	"[0.25,0,0,0.5,0.025,0.125]"	"[0.5,0,0.125,0.5,0.05,0.2]"	"[0.725,0.025,0.225,0.5,0,0.225]"	"[0.95,0,0.525,0.5,0.025,0.225]"	"[0.225,0,0.625,0.5,0,0.35]"	"[0.1,0,0.75,0.5,0.025,0.4]"	"[0.025,0.025,1,0.4,0.025,0.5]"	"[0.025,0.025,0.675,0.3,0.05,0.55]"	"[0.025,0.05,0.5,0.2,0.2,0.625]"	"[0.025,0.35,0.275,0.1,0.65,0.75]"	"[0.025,0.975,0,0,0.975,1]"	"[1,2,3,4,5,6]"	"[""bananas"",""cookies"",""M&M's"",""blueberries"",""pies"",""strawberries""]"	"[10,100,10,100,100,10]"	"[""some"",""all"",""some"",""some"",""all"",""all""]"	"[""Barbara"",""Albert"",""Edward"",""Frank"",""Diana"",""Fiona""]"	"[""Emma"",""Calvin"",""Cathy"",""Bob"",""Ann"",""David""]"	"""F"""	"""25"""	"""4"""	"""english"""	""""""
"2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"23T5BMJTUHYWWTJU5W17Y5WM1MZMHP"	"Fun food experiment!"	"Read scenarios about social situations and make estimations about other people's behaviors. This should take 5-6 minutes."	"food,behavior,survey,psychology,estimate,experiment,language"	"$0.50"	"Tue Mar 18 12:54:59 PDT 2014"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Wed Mar 19 15:39:54 PDT 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2ZZPCGJ2D21OX9V2D5APVSI5RRGB5C"	"2YNR14IXKO2L3F7J811633YUWFTABS"	"ASWHEYJTF4YXR"	"Approved"	"Thu Mar 20 05:28:44 PDT 2014"	"Wed Mar 19 12:43:56 PDT 2014"	"Wed Mar 19 12:48:44 PDT 2014"	"Wed Mar 19 15:38:37 PDT 2014"	""	""	""	""	"1"	"[0.25,0.975,0.025,0.025,0.825,0.975]"	"[0.25,0.275,0.5,0.25,0.6,0.2]"	"[0.5,0.275,0.5,0.275,0.125,0.025]"	"[0.725,0.05,0.5,0.275,0.025,0.025]"	"[0.3,0.05,0.75,0.275,0.025,0.025]"	"[0.3,0.025,0.5,0.725,0,0]"	"[0.275,0.025,0.3,0.75,0.025,0.025]"	"[0.3,0.025,0.3,0.775,0,0.025]"	"[0.3,0.025,0.325,0.65,0.025,0.025]"	"[0.3,0.025,0.3,0.275,0.025,0.025]"	"[0.3,0.05,0.025,0.125,0.025,0.025]"	"[1,2,3,4,5,6]"	"[""M&M's"",""pies"",""blueberries"",""strawberries"",""cookies"",""bananas""]"	"[100,10,10,10,100,100]"	"[""all"",""some"",""some"",""all"",""some"",""all""]"	"[""Edward"",""Emma"",""Fiona"",""Frank"",""David"",""Bob""]"	"[""Barbara"",""Ann"",""Calvin"",""Diana"",""Cathy"",""Albert""]"	"""M"""	"""55"""	"""4"""	"""English"""	""""""
